"","nest_id","nest_area","lat","long","intact","first_mon","last_mon","last_intact","last_occ","site_name","comments","landscape","county"
"219","267B","267",4919733,591111,"Yes",2004,"2013",2013,2013,"Bois Bubert Island","","coastal","Washington"
"220","268C","268",4849369,409271,"Yes",2008,"2013",2013,2013,"Lanes Island","","coastal","Cumberland"
"221","269C","269",5043091,548377,"Yes",2003,"2013",2013,2009,"","","interior","Penobscot"
"222","270F","270",4942317,474395,"Yes",2009,"2013",2013,2013,"","","interior","Waldo"
"223","271C","271",4931649,500682,"Yes",2013,"2013",2013,2013,"","","interior","Waldo"
"224","272D","272",4882811,440211,"Yes",2011,"2014",2014,2014,"","","coastal","Lincoln"
"225","273B","273",5004296,637532,"Yes",2007,"2013",2013,2013,"","","coastal","Washington"
"226","274B","274",4892036,403719,"Yes",1999,"2014",2014,2014,"","","interior","Androscoggin"
"227","275E","275",4985769,476494,"Yes",2012,"2013",2013,0,"","No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Penobscot"
"228","276D","276",4874960,510898,"Yes",2003,"2013",2013,2013,"Greens Island - Heron Neck","","coastal","Knox"
"229","277B","277",4972949,528591,"Yes",2013,"2013",2013,2013,"","","interior","Penobscot"
"230","278C","278",4939182,453281,"Yes",2006,"2013",2013,2013,"","","interior","Kennebec"
"231","279C","279",5158433,487782,"Yes",2003,"2013",2013,2009,"","","interior","Aroostook"
"232","280A","280",5059186,440603,"Yes",1998,"2013",2013,2013,"","","interior","Piscataquis"
"233","281A","281",5011110,391353,"Yes",1994,"2013",2013,2013,"""Old"" Flagstaff Lake islands","","interior","Somerset"
"234","282A","282",4946616,367667,"Yes",1998,"2013",2013,2013,"","","interior","Oxford"
"235","283B","283",5048950,615181,"Yes",2004,"2013",2013,2013,"","","interior","Washington"
"236","285C","285",5062113,509742,"Yes",2013,"2013",2013,0,"","","interior","Piscataquis"
"237","286A","286",4920714,555710,"Yes",1998,"2013",2013,2013,"Leland Point","","coastal","Hancock"
"238","287B","287",4940306,432686,"Yes",2005,"2013",2013,2011,"Little North Pond peninsula","","interior","Kennebec"
"239","288C","288",4942105,614316,"Yes",2013,"2013",2013,2013,"","","coastal","Washington"
"240","289C","289",5054802,528210,"Yes",2004,"2013",2013,2013,"","","interior","Penobscot"
"241","290C","290",4850451,435574,"Yes",2013,"2013",2013,2013,"Weasel Point area","","coastal","Sagadahoc"
"242","291A","291",4957600,429562,"Yes",1999,"2013",2013,2013,"","","interior","Somerset"
"243","292C","292",4847079,452885,"Yes",2009,"2013",2013,2013,"Outer Heron Island","","coastal","Lincoln"
"244","293B","293",4912501,525725,"Yes",1999,"2013",2013,2013,"","","coastal","Hancock"
"245","294B","294",4883245,512025,"Yes",2007,"2013",2013,2013,"Spectacle Island","","coastal","Knox"
"246","295C","295",4868057,471539,"Yes",2013,"2013",2013,2013,"Ram Island","","coastal","Knox"
"247","297C","297",4911705,571927,"Yes",2005,"2013",2013,2013,"Turtle Island","","coastal","Hancock"
"248","298C","298",4945667,630234,"Yes",2003,"2013",2013,2013,"Bare Island","","coastal","Washington"
"249","299A","299",5058653,553518,"Yes",2000,"2013",2013,2013,"","","interior","Aroostook"
"250","300B","300",4926037,544694,"Yes",2013,"2013",2013,2013,"Weymouth Point vicinity","","coastal","Hancock"
"251","301C","301",5003957,422456,"Yes",2011,"2013",2013,2013,"Henhawk Island","","interior","Somerset"
"252","302A","302",5004160,396893,"Yes",2000,"2013",2013,2013,"","","interior","Somerset"
"253","303C","303",4894181,518306,"Yes",2009,"2013",2013,2013,"Outer Porcupine Island","","coastal","Hancock"
"254","304D","304",5004357,529629,"Yes",2007,"2013",2013,2013,"Tarbox Island","","interior","Penobscot"
"255","305A","305",4962870,533399,"Yes",2000,"2013",2013,2013,"","","interior","Penobscot"
"256","306B","306",4900927,491083,"Yes",2005,"2013",2013,2013,"Fernalds Neck shoreline","","interior","Waldo"
"257","307C","307",4890949,544757,"Yes",2006,"2013",2013,2013,"Roderick Head","","coastal","Hancock"
"258","308C","308",4917316,448360,"Yes",2012,"2013",2013,2013,"Webber Pond shoreline - 56 Birch Point Road","","interior","Kennebec"
"259","309B","309",5045840,401476,"Yes",2003,"2013",2013,2013,"Attean Pond islet","","interior","Somerset"
"260","310B","310",4911184,576476,"Yes",2010,"2013",2013,2013,"Rolling Island","","coastal","Hancock"
"261","312C","312",4908814,521582,"Yes",2005,"2013",2013,2013,"Grays Point area shoreline","","coastal","Hancock"
"262","313D","313",4883013,550718,"Yes",2010,"2013",2013,2013,"Southwest Point","","coastal","Hancock"
"263","314G","314",4901841,541562,"Yes",2011,"2013",2013,2013,"Tinker Island","","coastal","Hancock"
"264","315A","315",4932185,592538,"Yes",2000,"2013",2013,2013,"Foster Island","","coastal","Washington"
"265","316E","316",4856892,427034,"Yes",2010,"2013",2013,2010,"Lower Coombs Island","","coastal","Cumberland"
"266","317B","317",4906475,447487,"Yes",2007,"2013",2013,2013,"South Belfast Avenue area - middle islet","","interior","Kennebec"
"267","318A","318",4979116,513342,"Yes",2000,"2013",2013,2013,"","","interior","Penobscot"
"268","319B","319",4953096,520388,"Yes",2008,"2013",2013,2013,"","","interior","Penobscot"
"269","320B","320",5074209,419123,"Yes",2013,"2013",2013,2013,"","","interior","Somerset"
"270","321B","321",5140460,453443,"Yes",2001,"2013",2013,2013,"","","interior","Piscataquis"
"271","322A","322",5135326,482815,"Yes",2000,"2013",2013,2013,"","","interior","Piscataquis"
"272","323A","323",5029540,540330,"Yes",2000,"2013",2013,2013,"","","interior","Penobscot"
"273","324B","324",4903231,520668,"Yes",2000,"2013",2013,2013,"Outer Scott Island","","coastal","Hancock"
"274","325A","325",4945630,513814,"Yes",2001,"2013",2013,2013,"","","coastal","Waldo"
"275","326B","326",4889554,533496,"Yes",2001,"2013",2013,2013,"Shingle Island","","coastal","Hancock"
"276","327A","327",4940720,533356,"Yes",2001,"2013",2013,2013,"Teacher Island","","interior","Hancock"
"277","328B","328",4877002,527668,"Yes",2006,"2013",2013,2013,"Moores Head","","coastal","Knox"
"278","329A","329",4924791,585914,"Yes",2001,"2013",2013,2013,"Pop Island","","coastal","Washington"
"279","333B","333",4902800,421881,"Yes",2002,"2014",2014,2014,"""Town Line"" Island","","interior","Kennebec"
"280","334A","334",4871635,410227,"Yes",2001,"2014",2014,2014,"","","interior","Androscoggin"
"281","335C","335",4873577,456575,"Yes",2010,"2013",2013,2013,"Hog Island","","coastal","Lincoln"
"282","336A","336",4915841,485676,"Yes",2001,"2013",2013,2013,"","","interior","Waldo"
"283","337B","337",5183018,587015,"Yes",2009,"2013",2013,2013,"","","interior","Aroostook"
"284","338C","338",5018780,530762,"Yes",2003,"2013",2013,2013,"","","interior","Penobscot"
"285","339D","339",4921150,511140,"Yes",2003,"2013",2013,2013,"Squaws Head","","coastal","Waldo"
"286","340E","340",4903437,506251,"Yes",2011,"2013",2013,2013,"","","coastal","Waldo"
"287","341D","341",4928206,416645,"Yes",2011,"2013",2013,2013,"","","interior","Franklin"
"288","342C","342",4923067,612887,"Yes",2013,"2013",2013,2013,"","","coastal","Washington"
"289","343B","343",5151362,508268,"Yes",2008,"2013",2013,2013,"","","interior","Piscataquis"
"290","344B","344",5104203,572794,"Yes",2006,"2013",2013,2013,"","","interior","Aroostook"
"291","345C","345",4858229,434192,"Yes",2009,"2013",2013,2013,"","","coastal","Sagadahoc"
"292","346B","346",4919475,551498,"Yes",2010,"2014",2014,2013,"","","coastal","Hancock"
"293","348C","348",5167251,514359,"Yes",2013,"2013",2013,2013,"","","interior","Aroostook"
"294","349B","349",5133111,470841,"Yes",2005,"2013",2013,2009,"Farm Island","","interior","Piscataquis"
"295","350A","350",5044900,568921,"Yes",2002,"2013",2013,2013,"","","interior","Penobscot"
"296","351B","351",4865505,435550,"Yes",2012,"2014",2014,2014,"Days Ferry shoreline","","coastal","Sagadahoc"
"297","352C","352",4935200,617235,"Yes",2009,"2013",2013,2013,"Little Spruce Island","","coastal","Washington"
"298","353D","353",4993152,628817,"Yes",2008,"2013",2013,2013,"Eaton Point","","interior","Washington"
"299","354A","354",4984464,505134,"Yes",2002,"2013",2013,2013,"","","interior","Penobscot"
"300","355C","355",5014474,473708,"Yes",2013,"2013",2013,2013,"","","interior","Piscataquis"
"301","359D","359",4975612,655769,"Yes",2013,"2013",2013,2013,"Matthews Island","","coastal","Washington"
"302","360A","360",4948180,561407,"Yes",2002,"2013",2013,2013,"Crimmins Island","","interior","Hancock"
"303","362C","362",4912183,509118,"Yes",2008,"2013",2013,2013,"Meadow Pond Road upland","","coastal","Waldo"
"304","363A","363",5125981,506913,"Yes",2002,"2013",2013,2013,"","","interior","Piscataquis"
"305","364C","364",5180773,435729,"Yes",2013,"2013",2013,2013,"","","interior","Aroostook"
"306","365B","365",4959594,347940,"Yes",2008,"2013",2013,2013,"","","interior","Oxford"
"307","366C","366",4957415,651673,"Yes",2012,"2013",2013,2012,"The Pool shoreline","","coastal","Washington"
"308","367A","367",5162343,515544,"Yes",2002,"2013",2013,2013,"","","interior","Aroostook"
"309","368A","368",5120800,473207,"Yes",2002,"2013",2013,2009,"","","interior","Piscataquis"
"310","369A","369",4942894,542237,"Yes",2002,"2013",2013,2013,"Scotts Neck","","interior","Hancock"
"311","370D","370",4888571,540918,"Yes",2013,"2013",2013,2013,"Irish Point vicinity","","coastal","Hancock"
"312","371A","371",4904350,514081,"Yes",2002,"2013",2013,2013,"Western Island","","coastal","Hancock"
"313","372B","372",5098665,587635,"Yes",2010,"2013",2013,2010,"","","interior","Aroostook"
"314","373C","373",4930123,596630,"Yes",2013,"2013",2013,2013,"Narrows Island","","coastal","Washington"
"315","374B","374",4894621,527992,"Yes",2005,"2013",2013,2013,"Current Island","","coastal","Hancock"
"316","375C","375",4888520,523195,"Yes",2007,"2013",2013,2013,"Second Island","","coastal","Hancock"
"317","376A","376",4858800,386158,"Yes",2002,"2013",2013,2013,"Horse Island","","interior","Cumberland"
"318","377A","377",5008616,421975,"Yes",2002,"2013",2013,2013,"","","interior","Somerset"
"319","378B","378",4982004,616057,"Yes",2013,"2013",2013,2013,"Love Lake outlet vicinity","","interior","Washington"
"320","379D","379",4862212,430070,"Yes",2012,"2014",2014,2014,"","","coastal","Cumberland"
"321","380B","380",4981665,430816,"Yes",2007,"2013",2013,2013,"","","interior","Somerset"
"322","381B","381",4972024,645912,"Yes",2011,"2013",2013,2013,"Little Dram Island","","coastal","Washington"
"323","382B","382",4955989,484113,"Yes",2013,"2013",2013,0,"","No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Penobscot"
"324","383A","383",4913290,451996,"Yes",2003,"2013",2013,2013,"","","interior","Kennebec"
"325","384A","384",5070055,581747,"Yes",2003,"2013",2013,2013,"","","interior","Aroostook"
"326","385B","385",5053985,516449,"Yes",2013,"2013",2013,2013,"","","interior","Penobscot"
"327","386C","386",5026986,538813,"Yes",2013,"2013",2013,2013,"","","interior","Penobscot"
"328","387C","387",5048167,542164,"Yes",2013,"2013",2013,2013,"","","interior","Penobscot"
"329","389A","389",5071090,471555,"Yes",2003,"2013",2013,2013,"","","interior","Piscataquis"
"330","390B","390",5108995,485324,"Yes",2008,"2013",2013,2013,"","","interior","Piscataquis"
"331","391E","391",4899676,533315,"Yes",2009,"2013",2013,2013,"Lower Torrey Island","","coastal","Hancock"
"332","392A","392",4959000,504118,"Yes",2003,"2013",2013,2013,"","","interior","Penobscot"
"333","393A","393",4937178,523408,"Yes",2003,"2013",2013,2013,"","","interior","Hancock"
"334","394C","394",4902598,525128,"Yes",2005,"2013",2013,2013,"Carney Island","","coastal","Hancock"
"335","395B","395",4858972,489989,"Yes",2006,"2013",2013,2013,"Metenic Island","","coastal","Knox"
"336","396A","396",4847760,429110,"Yes",2003,"2013",2013,2013,"Bear Island","","coastal","Sagadahoc"
"337","397B","397",4890082,430446,"Yes",2006,"2014",2014,2014,"","","interior","Kennebec"
"338","398B","398",4976942,363521,"Yes",2009,"2013",2013,2013,"","","interior","Franklin"
"339","399A","399",5168290,582552,"Yes",2003,"2013",2013,2003,"","OSPREYS TRADTL & SINCE 2003","interior","Aroostook"
"340","400A","400",4874007,469087,"Yes",2003,"2013",2013,2013,"Hardy Island","","coastal","Lincoln"
"341","401B","401",4926204,592722,"Yes",2006,"2013",2013,2013,"Trafton Island","","coastal","Washington"
"342","402A","402",4883520,539131,"Yes",2003,"2013",2013,2013,"Marshall Island - Boxam Cove shoreline","","coastal","Hancock"
"343","403B","403",4893827,470617,"Yes",2010,"2013",2013,2013,"Cottage Point","","interior","Lincoln"
"344","404A","404",4904208,470567,"Yes",2003,"2013",2013,2013,"","","interior","Lincoln"
"345","405A","405",4909882,404875,"Yes",2003,"2013",2013,2012,"","","interior","Androscoggin"
"346","406B","406",4883812,476700,"Yes",2010,"2013",2013,2013,"South Pond upland - Finntown Road","","interior","Knox"
"347","407D","407",4890970,412232,"Yes",2011,"2013",2013,2013,"","","interior","Androscoggin"
"348","408B","408",4889238,403079,"Yes",2007,"2014",2014,2014,"","","interior","Androscoggin"
"349","409A","409",4893748,478436,"Yes",2004,"2013",2013,2013,"","","interior","Knox"
"350","410D","410",4907334,428977,"Yes",2011,"2014",2014,2014,"Hersey Island","","interior","Kennebec"
"351","412B","412",4926554,404228,"Yes",2012,"2013",2013,2013,"Kennebec River shoreline","","interior","Franklin"
"352","413B","413",4972599,655344,"Yes",2013,"2013",2013,2013,"","","coastal","Washington"
"353","414B","414",4957465,445216,"Yes",2009,"2013",2013,2013,"","","interior","Somerset"
"354","416B","416",4931487,438526,"Yes",2006,"2013",2013,2013,"Town Farm Road shoreline","","interior","Kennebec"
"355","417B","417",4935046,558055,"Yes",2004,"2013",2013,2013,"Butler Point vicinity","","coastal","Hancock"
"356","418C","418",4941741,601278,"Yes",2004,"2013",2013,2010,"","","coastal","Washington"
"357","419B","419",4937357,595465,"Yes",2007,"2013",2013,2013,"Lord Island","","coastal","Washington"
"358","421A","421",4921804,521861,"Yes",2004,"2013",2013,2013,"Aunt Mollie Island","","coastal","Hancock"
"359","422C","422",4917901,521665,"Yes",2009,"2013",2013,2013,"Johnson Point","","coastal","Hancock"
"360","423A","423",4928344,475037,"Yes",2004,"2013",2013,2013,"","","interior","Waldo"
"361","424A","424",4863527,442011,"Yes",2004,"2013",2013,2013,"Oak Island","","coastal","Sagadahoc"
"362","425B","425",4967783,649032,"Yes",2003,"2013",2013,2013,"Pirate Islands","","coastal","Washington"
"363","426A","426",4970734,649446,"Yes",2004,"2013",2013,2013,"Gilbert Island","","coastal","Washington"
"364","427A","427",4940940,637618,"Yes",2000,"2013",2013,2013,"Inner Double Head Shot Island","","coastal","Washington"
"365","428A","428",4937476,620312,"Yes",2004,"2013",2013,2013,"Bar Island","","coastal","Washington"
"366","429E","429",4892382,543148,"Yes",2011,"2013",2013,2013,"Garden Island","","coastal","Hancock"
"367","430D","430",4895456,543204,"Yes",2011,"2013",2013,2013,"Eagle Island","","coastal","Hancock"
"368","431A","431",4870678,446111,"Yes",2004,"2013",2013,2011,"Birch Point Road vicinity","","coastal","Lincoln"
"369","432B","432",4844244,438462,"Yes",2008,"2013",2013,2013,"Stage Island","","coastal","Sagadahoc"
"370","433B","433",4979207,415787,"Yes",2007,"2013",2013,2013,"","","interior","Somerset"
"371","434C","434",5037837,461070,"Yes",2007,"2013",2013,2013,"","","interior","Piscataquis"
"372","435A","435",4935364,592764,"Yes",2004,"2013",2013,2013,"","","coastal","Washington"
"373","436A","436",5054622,408952,"Yes",2004,"2013",2013,2013,"Long Pond shoreline","","interior","Somerset"
"374","437A","437",4967431,565884,"Yes",2004,"2013",2013,2013,"","","interior","Hancock"
"375","439A","439",5063724,499224,"Yes",2004,"2013",2013,2009,"","","interior","Piscataquis"
"376","440B","440",5058016,503865,"Yes",2013,"2013",2013,2013,"","","interior","Penobscot"
"377","441A","441",5111000,462269,"Yes",2004,"2013",2013,2013,"","","interior","Piscataquis"
"378","442A","442",4961895,637238,"Yes",2004,"2013",2013,2011,"","","interior","Washington"
"379","443C","443",4915562,442017,"Yes",2013,"2013",2013,2013,"","","interior","Kennebec"
"380","444A","444",5052518,398900,"Yes",2004,"2013",2013,2013,"","","interior","Somerset"
"381","445A","445",4903647,558467,"Yes",2004,"2013",2013,2013,"Bear Island","","coastal","Hancock"
"382","446B","446",5028872,596214,"Yes",2013,"2013",2013,2013,"","","interior","Washington"
"383","447A","447",5212786,544920,"Yes",1994,"2013",2013,2013,"","","interior","Aroostook"
"384","448A","448",5031697,543272,"Yes",2004,"2013",2013,2013,"","","interior","Penobscot"
"385","449A","449",5081660,553686,"Yes",2004,"2013",2013,2013,"","","interior","Aroostook"
"386","450A","450",5125532,536491,"Yes",2004,"2013",2013,2013,"Cut Lake shoreline","","interior","Penobscot"
"387","452A","452",4956956,597243,"Yes",2004,"2013",2013,2013,"","","interior","Washington"
"388","453B","453",4867555,360548,"Yes",2009,"2013",2013,2013,"","","interior","Cumberland"
"389","454A","454",4877520,390304,"Yes",2004,"2014",2014,2014,"","","interior","Androscoggin"
"390","455A","455",5172331,580426,"Yes",2004,"2013",2013,2013,"","","interior","Aroostook"
"391","456B","456",4948332,531679,"Yes",2008,"2013",2013,2013,"","","interior","Hancock"
"392","457B","457",4967564,525343,"Yes",2011,"2013",2013,2013,"Penobscot River upland","","interior","Penobscot"
"393","458A","458",4924844,550999,"Yes",2005,"2014",2014,2014,"Jordan River shoreline","","coastal","Hancock"
"394","459D","459",4867584,430793,"Yes",2009,"2014",2014,2014,"Stoney Island","","coastal","Sagadahoc"
"395","460A","460",4998727,529564,"Yes",2005,"2013",2013,2013,"","","interior","Penobscot"
"396","461A","461",5066218,514902,"Yes",2005,"2013",2013,2013,"Millinocket Lake islet","","interior","Penobscot"
"397","462A","462",5039853,521112,"Yes",2005,"2013",2013,2013,"","","interior","Penobscot"
"398","463A","463",4980102,533713,"Yes",2005,"2013",2013,2012,"Pine Point","","interior","Penobscot"
"399","464B","464",4957111,516546,"Yes",2013,"2013",2013,2013,"Penobscot River shoreline","","coastal","Penobscot"
"400","465B","465",4896721,453917,"Yes",2010,"2013",2013,2012,"Clary Lake shoreline","","interior","Lincoln"
"401","466B","466",4925023,395400,"Yes",2006,"2013",2013,2012,"Androscoggin River shoreline","","interior","Oxford"
"402","467A","467",4997623,565079,"Yes",2005,"2013",2013,2013,"","","interior","Hancock"
"403","468A","468",5018118,545999,"Yes",2005,"2013",2013,2013,"Upper Pond shoreline","","interior","Penobscot"
"404","470B","470",4885862,523451,"Yes",2007,"2013",2013,2013,"Scraggy Island","","coastal","Hancock"
"405","471C","471",4877468,516376,"Yes",2008,"2013",2013,2013,"Narrows Island","","coastal","Knox"
"406","472B","472",4873311,495257,"Yes",2010,"2013",2013,2013,"High Island","","coastal","Knox"
"407","473B","473",4897878,511908,"Yes",2007,"2013",2013,2013,"Little Spruce Head Island","","coastal","Hancock"
"408","475C","475",4935349,587455,"Yes",2010,"2013",2013,2013,"","","coastal","Washington"
"409","476A","476",5051349,582464,"Yes",2005,"2013",2013,2013,"Kittery Island","","interior","Washington"
"410","478D","478",4896899,530817,"Yes",2010,"2013",2013,2013,"Campbell Island","","coastal","Hancock"
"411","479B","479",4894950,535274,"Yes",2013,"2013",2013,2013,"Potato Island","","coastal","Hancock"
"412","480C","480",4887087,509365,"Yes",2008,"2013",2013,2013,"Cox Cove shoreline","","coastal","Knox"
"413","481B","481",4881599,507025,"Yes",2013,"2013",2013,2013,"Dogfish Island","","coastal","Knox"
"414","482A","482",5027201,398699,"Yes",2005,"2013",2013,2013,"","","interior","Somerset"
"415","483C","483",5004669,388330,"Yes",2012,"2013",2013,2013,"","","interior","Somerset"
"416","484A","484",5127931,460203,"Yes",2005,"2013",2013,2013,"","","interior","Piscataquis"
"417","485C","485",4968785,649335,"Yes",2010,"2013",2013,2013,"Parker Island","","coastal","Washington"
"418","486B","486",4995782,343539,"Yes",2010,"2013",2013,2013,"","","interior","Oxford"
"419","487C","487",5125763,517023,"Yes",2012,"2013",2013,2013,"","","interior","Penobscot"
"420","488A","488",4824581,348174,"Yes",2005,"2013",2013,2013,"Treasure Island","","interior","York"
"421","490B","490",4926340,615042,"Yes",2008,"2013",2013,2013,"Green Island","","coastal","Washington"
"422","491D","491",4929814,447651,"Yes",2013,"2013",2013,0,"","No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Kennebec"
"423","492A","492",5014637,612736,"Yes",2006,"2013",2013,2013,"","","interior","Washington"
"424","493A","493",5002235,643864,"Yes",2006,"2013",2013,2013,"","","coastal","Washington"
"425","494A","494",4862417,436134,"Yes",2006,"2014",2014,2014,"Read Island","","coastal","Sagadahoc"
"426","495A","495",4992489,611459,"Yes",2006,"2013",2013,2013,"","","interior","Washington"
"427","496C","496",4974980,642150,"Yes",2013,"2013",2013,2013,"","","coastal","Washington"
"428","497C","497",4846271,415064,"Yes",2012,"2013",2013,2013,"Little Whaleboat Island","","coastal","Cumberland"
"429","498C","498",5050439,535971,"Yes",2013,"2013",2013,2013,"Nicatou Island","","interior","Penobscot"
"430","499B","499",4870576,480960,"Yes",2011,"2013",2013,2013,"Tenpound Island","","coastal","Knox"
"431","500C","500",4936948,514982,"Yes",2012,"2013",2013,2013,"","","coastal","Hancock"
"432","501C","501",4852144,508760,"Yes",2010,"2013",2013,2013,"Ragged Island","","coastal","Knox"
"433","502B","502",4923214,586468,"Yes",2008,"2013",2013,2013,"Sally Island","","coastal","Washington"
"434","503A","503",4940513,574969,"Yes",2006,"2013",2013,2013,"","","interior","Hancock"
"435","504D","504",4873489,531438,"Yes",2012,"2013",2013,2013,"Eastern Ear","","coastal","Knox"
"436","505D","505",4887900,549665,"Yes",2013,"2013",2013,2013,"West Sister Island","","coastal","Hancock"
"437","506A","506",4915386,572625,"Yes",2006,"2013",2013,2011,"Harbor Point","","coastal","Hancock"
"438","507B","507",4972727,639408,"Yes",2013,"2013",2013,2013,"","","coastal","Washington"
"439","508B","508",4890982,542046,"Yes",2009,"2013",2013,2013,"Hen Island","","coastal","Hancock"
"440","509C","509",4990261,429680,"Yes",2012,"2013",2013,2013,"","","interior","Somerset"
